DensityFile,DensityFolder,Time,Lon,Lat,SnowThickness,Freeboard,IceThickness,MinDepth,MaxDepth,LabTemperature,DensitySalinity,Density,DensityDepth,InterpolatedSalinity,InterpolatedTemperature,SalinityFile,TemperatureFile,SalinityIceThickness,TemperatureIceThickness
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.3,0.35,21,1.5,879.3005214,0.325,1.2,-0.432171052631579,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.35,0.4,21.1,1.7,867.4142659,0.375,1.26315789473684,-0.455223684210526,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.4,0.45,21.2,2.1,886.2123603,0.425,1.41157894736842,-0.499986842105263,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.45,0.5,21.4,1.9,880.8542581,0.475,1.56,-0.542,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.5,0.55,21.3,2.2,886.0416431,0.525,1.70842105263158,-0.581789473684211,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.55,0.6,20.4,2.3,884.1887365,0.575,1.83789473684211,-0.66203947368421,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.6,0.65,21.3,2.3,896.9524635,0.625,1.93684210526316,-0.776434210526316,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.65,0.7,21.2,2.5,890.9228551,0.675,2.03578947368421,-0.869671052631579,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.7,0.75,21.1,2.3,904.9824389,0.725,2.13473684210526,-0.944276315789474,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.75,0.8,20.9,2.7,892.6836851,0.775,2.2,-0.990368421052632,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.8,0.85,20.7,2.3,903.3665166,0.825,2.2,-1.11802631578947,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.85,0.9,21,2.5,903.0419171,0.875,2.27017543859649,-1.29602631578947,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.9,0.93,21.1,3,901.2621695,0.915,2.44608187134503,-1.36303684210526,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.93,0.97,20.5,2.8,907.0295689,0.95,2.6,-1.37,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0,0.05,21.8,3.9,827.7200206,0.025,4.03813559322034,-2.8401186440678,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.05,0.1,23.9,1.8,836.5795529,0.075,1.61440677966102,-2.77035593220339,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.1,0.15,21.1,1,865.5622098,0.125,0.391525423728814,-2.70059322033898,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.15,0.2,21.3,0.3,912.0624775,0.175,0.47864406779661,-2.3986186440678,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.2,0.25,23.6,0.3,908.7860914,0.225,0.442485875706215,-2.09465254237288,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.25,0.3,20.9,0.5,908.9051024,0.275,0.831864406779661,-2.01639830508475,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.3,0.35,20.8,1.5,914.6566485,0.325,2.09220338983051,-1.94165254237288,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.35,0.4,21.2,3.3,911.3241574,0.375,2.9593220338983,-1.71097457627119,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.4,0.45,21.1,2.6,889.9730123,0.425,2.81389830508475,-1.47677118644068,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.45,0.5,21.1,1.7,913.9388078,0.475,2.78406779661017,-1.31999152542373,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.5,0.55,21.1,2.4,895.4338655,0.525,3.17186440677966,-1.16551694915254,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.55,0.6,22.9,2.4,898.0122932,0.575,3.44779661016949,-1.13597457627119,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.6,0.65,21.2,2.3,906.5662019,0.625,3.10847457627119,-1.1110593220339,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.65,0.7,22.9,3.3,890.0016074,0.675,2.80440677966102,-1.47023728813559,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.7,0.75,21.5,2.8,881.1235527,0.725,2.8528813559322,-1.29084745762712,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.75,0.8,21.7,2.6,901.8168542,0.775,2.9,-1.12237288135593,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.8,0.85,21.7,2.6,901.9881903,0.825,2.9,-1.17220338983051,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.85,0.9,21.8,3.1,893.9561121,0.875,2.9,-1.21857627118644,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.9,0.95,21.4,4.4,888.7490044,0.925,3.46135593220339,-1.18369491525424,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,0.95,1,21.2,2.9,900.7250228,0.975,4.04305084745762,-1.1528813559322,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1,1.05,23,2.9,897.3111207,1.025,4.05627118644068,-1.23759322033898,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.05,1.1,22.9,2.7,901.1362187,1.075,4.00779661016949,-1.32135593220339,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.1,1.15,23.9,2.7,904.6709893,1.125,3.83728813559322,-1.37118644067797,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.15,1.2,23.7,2.8,902.6057186,1.175,3.64338983050848,-1.41918644067797,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.2,1.25,23.6,2.4,907.2182221,1.225,3.75050847457627,-1.37932203389831,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.25,1.3,23.2,2.4,907.9919035,1.275,3.94440677966102,-1.34149152542373,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.3,1.35,23,3.1,896.0067284,1.325,3.86169491525424,-1.4488813559322,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.35,1.4,23.1,3.2,908.4007797,1.375,3.66779661016949,-1.33979661016949,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.4,1.45,22.9,3.2,904.9512671,1.425,3.52118644067797,-1.31061016949152,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P11_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,16-Sep-2021 07:16:00,-17.601,87.484,0.07,0.14,1.46,1.45,1.5,23.1,2.7,900.4736842,1.475,3.4,-1.49,JC2-2_2021_P11_main_salinity.csv,JC2-2_2021_P11_main_temperature.csv,1.43,1.44
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0,0.05,21.06,1,873.5121858,0.025,1.22485875706215,-0.69071186440678,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.05,0.1,22.1,0.6,848.3117323,0.075,0.874576271186441,-0.536135593220339,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.1,0.15,22.5,0.5,867.3702801,0.125,0.640938722294655,-0.40616384180791,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.15,0.2,21.7,0.5,889.8057111,0.175,0.570659133709981,-0.395429378531073,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.2,0.25,21.7,0.5,873.2184601,0.225,0.804180790960452,-0.371639830508475,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.25,0.3,22.3,0.4,861.3041498,0.275,0.77090395480226,-0.318504237288136,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.3,0.35,22.5,0.9,870.4674233,0.325,0.702448210922786,-0.332204802259887,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.35,0.4,22.4,1.2,861.2637838,0.375,1.16949152542373,-0.429351694915254,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.4,0.45,21.6,1.5,896.5356415,0.425,1.44435028248588,-0.538672316384181,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.45,0.5,21.1,1.4,905.4162011,0.475,1.5319209039548,-0.656751412429378,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.5,0.56,21.6,2.4,890.2102729,0.53,1.64237288135593,-0.824854519774011,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.56,0.61,22,2.2,887.9599045,0.585,1.78686440677966,-1.00319915254237,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.61,0.66,20.8,2.1,893.1894563,0.635,1.95466101694915,-1.11537429378531,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.66,0.71,21.4,2.1,901.707377,0.685,2.34872881355932,-1.22488926553672,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.71,0.76,21.9,1.8,907.0276831,0.735,2.74279661016949,-1.32321694915254,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
JC2-2_2021_P8_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,01-Sep-2021 06:46:00,25.4114,83.8994,0.03,0.1,0.86,0.76,0.81,20.6,2.2,901.7852432,0.785,2.62033898305085,-1.42154463276836,JC2-2_2021_P8_main_salinity.csv,JC2-2_2021_P8_main_temperature.csv,0.86,0.96
