DensityFile,DensityFolder,Time,Lon,Lat,SnowThickness,Freeboard,IceThickness,MinDepth,MaxDepth,LabTemperature,DensitySalinity,Density,DensityDepth,InterpolatedSalinity,InterpolatedTemperature,SalinityFile,TemperatureFile,SalinityIceThickness,TemperatureIceThickness
JC2-2_2021_NLEG40.5_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,21-Sep-2021 06:46:00,-8.23,83.85,0.04,0.08,0.67,0.55,0.6,23.7,2.7,898.1071552,0.575,3.44196428571429,-1.47376785714286,JC2-2_2021_NLEG40.5_salinity.csv,JC2-2_2021_NLEG40.5_temperature.csv,0.69,0.69
JC2-2_2021_NLEG40.5_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,21-Sep-2021 06:46:00,-8.23,83.85,0.04,0.08,0.67,0.6,0.64,23.5,2.8,937.6886052,0.62,3.55285714285714,-1.47817142857143,JC2-2_2021_NLEG40.5_salinity.csv,JC2-2_2021_NLEG40.5_temperature.csv,0.69,0.69
JC2-2_2021_NLEG40.5_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,21-Sep-2021 06:46:00,-8.23,83.85,0.04,0.08,0.67,0.64,0.68,23.2,2.6,891.3168515,0.66,3.63428571428571,-1.553,JC2-2_2021_NLEG40.5_salinity.csv,JC2-2_2021_NLEG40.5_temperature.csv,0.69,0.69
JC2-2_2021_NLEG40.5_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,21-Sep-2021 06:46:00,-8.23,83.85,0.04,0.08,0.67,0.68,0.72,22.9,2.3,907.9700912,0.7,3.7,-1.69,JC2-2_2021_NLEG40.5_salinity.csv,JC2-2_2021_NLEG40.5_temperature.csv,0.69,0.69
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0,0.05,20.5,1,881.3205106,0.025,1.60526315789474,-2.132,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.05,0.095,20.5,0.9,907.5546683,0.0725,0.665263157894737,-1.4138,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.095,0.15,20.8,1.1,805.9364019,0.1225,0.877263157894737,-0.6578,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.15,0.2,20.7,1,864.4446933,0.175,0.996315789473684,-0.54047149122807,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.2,0.25,21.1,1.1,859.6204261,0.225,1.12701754385965,-0.470010964912281,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
JC2-2_2021_P10_density.csv,C:\Users\evsalg001\Downloads\Nansen Legacy raw data\NL_icephysics_cores_dataset_ver2.0\JC2-2-2021_v2.0\JC2-2-2021_v2.0\density\processed,11-Sep-2021 08:29:00,-16.75,86.493,0.15,0.01,0.92,0.25,0.3,21.1,1.4,849.7788097,0.275,1.2,-0.437144736842105,JC2-2_2021_P10_main_salinity.csv,JC2-2_2021_P10_main_temperature.csv,1.01,0.99
